job_id,name,team_id,service_name,region,vcpus,gpu_count,duration_hours,category,started_at,ended_at,workload_type,cost_usd,kgco2e,kgco2e_lower,kgco2e_upper
az-j9ug8J4iS5tB3vV3VEZr334fxNunPF6rpLlvOsSlGrePpePNp6OsVtbQUfVeQ3Bh,azure-vm-j9ug8J4iS5tB3vV3VEZr334fxNunPF6rpLlvOsSlGrePpePNp6OsVtbQUfVeQ3Bh,data-eng,deploy-hGwNYmAJ,us-east-1,8,0,0.681,balanced,2025-01-01 20:21:46.969206,2025-01-01 21:02:37.536467,dev_test,0.2615,0.012405,0.011165,0.013646
az-LKMRLl1UO5+THJCSQ8g8Bfkyk9q1jIiXQOj40hCDdGhNqeRP9SYn4L1y5UD1thWu,azure-vm-LKMRLl1UO5+THJCSQ8g8Bfkyk9q1jIiXQOj40hCDdGhNqeRP9SYn4L1y5UD1thWu,platform,deploy-KY3Jzyn0,us-west-2,2,0,0.078,balanced,2025-01-01 20:42:47.260940,2025-01-01 20:47:27.325770,ci_cd,0.0075,3e-05,2.7e-05,3.3e-05
az-mSJVA2ptHJ/x/NSEZOsLq2KngjlPXbHmcz48Xp82gb8Yec6qoc2Q0HcryftPp0tA,azure-vm-mSJVA2ptHJ/x/NSEZOsLq2KngjlPXbHmcz48Xp82gb8Yec6qoc2Q0HcryftPp0tA,devops,deploy-yfPM2qpo,us-east-1,2,0,0.058,balanced,2025-01-02 14:20:01.944895,2025-01-02 14:23:31.993517,ci_cd,0.0056,0.000267,0.00024,0.000294
az-+J5Xiw5MQI8Zp9YD4ShYXOaIwMyEuTRy1Zn+BeDUQcgjQbT8DcIv3a2+/O+45Ve6,azure-vm-+J5Xiw5MQI8Zp9YD4ShYXOaIwMyEuTRy1Zn+BeDUQcgjQbT8DcIv3a2+/O+45Ve6,eu-frontend,deploy-3TbHONe/,us-east-1,2,0,0.058,balanced,2025-01-03 19:00:05.834684,2025-01-03 19:03:35.883306,ci_cd,0.0056,0.000267,0.00024,0.000293
az-CICQqb92J9e9KhmSXIwRJpfb9a7TZrc2RPzutzIaZvRTLOKd3YDOdFxsA0aDYR5P,azure-vm-CICQqb92J9e9KhmSXIwRJpfb9a7TZrc2RPzutzIaZvRTLOKd3YDOdFxsA0aDYR5P,mobile,deploy-0Kj50+yz,us-east-1,4,0,0.428,balanced,2025-01-03 07:42:06.418152,2025-01-03 08:07:46.774716,ci_cd,0.0822,0.003572,0.003216,0.003929
az-3TwupLtLzojAgarpAta4j40AFFJX5UIUnkBuSdpqlDEmwnGyzDc82olDNk+e+ZEj,azure-vm-3TwupLtLzojAgarpAta4j40AFFJX5UIUnkBuSdpqlDEmwnGyzDc82olDNk+e+ZEj,backend-api,deploy-TFQoMBJT,us-west-2,2,0,3.131,balanced,2025-01-07 08:26:27.034036,2025-01-07 11:34:19.643436,dev_test,0.3006,0.001319,0.001188,0.001453
az-AeXik0V7565ir+8Tj3rFYzsHZsrMdMzt+ribNLqFYT3V3haLmcG+3d1UvIsVi7qm,azure-vm-AeXik0V7565ir+8Tj3rFYzsHZsrMdMzt+ribNLqFYT3V3haLmcG+3d1UvIsVi7qm,mobile,deploy-QYxh01Q5,ap-south-1,8,0,0.564,balanced,2025-01-01 10:41:48.914100,2025-01-01 11:15:39.384116,dev_test,0.2121,0.018428,0.016585,0.02027
az-y2gV4NkMAUJgKSqeRQzRowBxx9tUSUSz5g4fpRcH80jQhzzwueAMSFsPt6pE4KdC,azure-vm-y2gV4NkMAUJgKSqeRQzRowBxx9tUSUSz5g4fpRcH80jQhzzwueAMSFsPt6pE4KdC,frontend,deploy-YviKkyG8,ap-south-1,4,0,0.467,balanced,2025-01-03 20:25:17.017828,2025-01-03 20:53:17.406807,ci_cd,0.0878,0.007369,0.006631,0.008105
az-8j5ClAq5sp45kOP8iLFLjopPzNZvpECQlogeYgHciS/dyOKYS9xJ38zxE0APs3w9,azure-vm-8j5ClAq5sp45kOP8iLFLjopPzNZvpECQlogeYgHciS/dyOKYS9xJ38zxE0APs3w9,platform,deploy-H7sClR+x,us-east-1,2,0,2.314,balanced,2025-01-03 09:18:57.763371,2025-01-03 11:37:49.692058,dev_test,0.2221,0.010866,0.009779,0.011953
az-tyhlErnR0r9GRD09785yMto7q9SkInLMrX1LmSb7lX+X5PoPoFyr9k5DjhZPfDA2,azure-vm-tyhlErnR0r9GRD09785yMto7q9SkInLMrX1LmSb7lX+X5PoPoFyr9k5DjhZPfDA2,platform,deploy-/DFck1bn,us-east-1,2,0,0.033,balanced,2025-01-01 04:28:23.727715,2025-01-01 04:30:23.727715,ci_cd,0.0032,0.000155,0.000139,0.00017
az-q2q6E86uUFzDD+IXrqti9Dh9Zm4TGeD1bgjzWuu/XOhs998+8WCc3yu8nkyTP1U3,azure-vm-q2q6E86uUFzDD+IXrqti9Dh9Zm4TGeD1bgjzWuu/XOhs998+8WCc3yu8nkyTP1U3,mobile,deploy-0Kj50+yz,us-east-1,4,0,0.156,balanced,2025-01-04 16:43:33.938412,2025-01-04 16:52:54.068072,ci_cd,0.03,0.001437,0.001293,0.00158
az-OuGeR/HGPHdGMxrKp60cakeL/SJfMRNXejgJrJX84isgQyFAvNZHYJ9ioyDuv5rr,azure-vm-OuGeR/HGPHdGMxrKp60cakeL/SJfMRNXejgJrJX84isgQyFAvNZHYJ9ioyDuv5rr,data-eng,deploy-hGwNYmAJ,us-east-1,24,0,0.078,balanced,2025-01-03 04:33:03.792545,2025-01-03 04:37:43.857375,ci_cd,0.0899,0.004299,0.003868,0.004728
az-H0uJd4C+S0zS08Y7FXnFU5EIxl3MgnVbGh+Qwh6jJ/QksWbP+OAaCcCiR/ysDIzn,azure-vm-H0uJd4C+S0zS08Y7FXnFU5EIxl3MgnVbGh+Qwh6jJ/QksWbP+OAaCcCiR/ysDIzn,platform,deploy-r1nQtCnC,eu-west-1,4,0,0.033,balanced,2025-01-02 10:53:29.076175,2025-01-02 10:55:29.076175,ci_cd,0.0071,0.000182,0.000146,0.000219
az-/bKmqq7GdE4XS5QF4Qdw0QZPlqngq4oxFCHnkwTOZ5cGqdxj2kkSzFPWCWFd23rZ,azure-vm-/bKmqq7GdE4XS5QF4Qdw0QZPlqngq4oxFCHnkwTOZ5cGqdxj2kkSzFPWCWFd23rZ,eu-frontend,deploy-CyIK2BbJ,us-west-2,2,0,0.875,balanced,2025-01-02 21:24:47.844408,2025-01-02 22:17:18.573743,dev_test,0.084,0.000337,0.000303,0.000371
az-HwKZf9WBg2w0Rx3SM4HgJc6huc+6zAbYdcsaIYEKihpMitGiufH9Rj+RauvOQ77Q,azure-vm-HwKZf9WBg2w0Rx3SM4HgJc6huc+6zAbYdcsaIYEKihpMitGiufH9Rj+RauvOQ77Q,eu-backend,deploy-/M/NNfrx,us-west-2,4,0,0.039,balanced,2025-01-03 05:12:44.343598,2025-01-03 05:15:04.376013,ci_cd,0.0075,3.4e-05,3e-05,3.7e-05
az-h2sadqEy/amGs/9glNszdq2QdcJ8Bb+dpM8t98T+4W+20zvtxW5sLoD1JZT98IEu,azure-vm-h2sadqEy/amGs/9glNszdq2QdcJ8Bb+dpM8t98T+4W+20zvtxW5sLoD1JZT98IEu,eu-backend,deploy-uYvK2XjS,eu-north-1,4,0,0.033,balanced,2025-01-07 01:29:51.247974,2025-01-07 01:31:51.247974,ci_cd,0.0067,1.9e-05,1.5e-05,2.2e-05
az-xMdCfhoObrPfzqVuM5Zsi6XoKAgygxf5B/d99q8lUeZCkcBOvya6YgYNnWaGBgXC,azure-vm-xMdCfhoObrPfzqVuM5Zsi6XoKAgygxf5B/d99q8lUeZCkcBOvya6YgYNnWaGBgXC,devops,deploy-4ipJnNcN,us-east-1,4,0,6.049,balanced,2025-01-05 17:50:04.862237,2025-01-05 23:52:59.902756,batch_analytics,1.1614,0.055706,0.050144,0.061282
az-QzNbijZJJhHYpXuCmXzeCzBOsE6AKCtRISq+YP8XPKKhHi/1jKRW2xvsJDE55Id/,azure-vm-QzNbijZJJhHYpXuCmXzeCzBOsE6AKCtRISq+YP8XPKKhHi/1jKRW2xvsJDE55Id/,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.039,balanced,2025-01-01 09:43:28.103728,2025-01-01 09:45:48.136143,ci_cd,0.0037,0.000182,0.000164,0.000201
az-oYv0i9XPjvYcDlfySYta5zQ6Ot1Tb0tBXmbHdhUzp3lhrJdi1SveZS2fv9trQ/ak,azure-vm-oYv0i9XPjvYcDlfySYta5zQ6Ot1Tb0tBXmbHdhUzp3lhrJdi1SveZS2fv9trQ/ak,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.039,balanced,2025-01-01 17:23:14.489465,2025-01-01 17:25:34.521880,ci_cd,0.0037,0.000179,0.000161,0.000197
az-iMY4y1rpnblRaXBF19A6nbpiuOyy3b//yIBOR9ulW5CBtICyX9WDGfR6alck+KZz,azure-vm-iMY4y1rpnblRaXBF19A6nbpiuOyy3b//yIBOR9ulW5CBtICyX9WDGfR6alck+KZz,eu-backend,deploy-6zipyfQR,us-east-1,2,0,0.039,balanced,2025-01-02 20:39:17.212318,2025-01-02 20:41:37.244733,ci_cd,0.0037,0.000177,0.000159,0.000195
az-OG+cIKPjBARtAuCCVsiZIi76I5n0iN01A7v8817W4vmj9SRFNtwRMJH8BIT4ZhgZ,azure-vm-OG+cIKPjBARtAuCCVsiZIi76I5n0iN01A7v8817W4vmj9SRFNtwRMJH8BIT4ZhgZ,platform,deploy-zRkZ3zlb,eu-west-1,2,0,0.039,balanced,2025-01-04 13:43:51.442464,2025-01-04 13:46:11.474879,ci_cd,0.0042,0.000122,9.8e-05,0.000147
az-k+7TfEzRVSwxnLCKAMwGHcblICj6j9SgqmDcNjB0llf4T2Yz5RfxbInqMjFDTuOT,azure-vm-k+7TfEzRVSwxnLCKAMwGHcblICj6j9SgqmDcNjB0llf4T2Yz5RfxbInqMjFDTuOT,backend-api,deploy-l5I9aOXJ,us-west-2,4,0,0.914,balanced,2025-01-02 20:24:07.001621,2025-01-02 21:18:57.763371,dev_test,0.1755,0.000686,0.000617,0.000756
az-DAgA0yzpr/wLrE4U6DoPQ/zuFT/79rPdu7176iGBYitPCE1OD0yyCVVOp+IYOPwE,azure-vm-DAgA0yzpr/wLrE4U6DoPQ/zuFT/79rPdu7176iGBYitPCE1OD0yyCVVOp+IYOPwE,devops,deploy-+HREXMVf,us-west-2,4,0,0.058,balanced,2025-01-05 16:35:23.824959,2025-01-05 16:38:53.873581,ci_cd,0.0111,7.3e-05,6.6e-05,8e-05
az-85dzwNUGmTyp84rFn7fPWkIeIWlFkTLyTr6hzwwxZetTpcQ6C9pCQW0gBlAcnD+k,azure-vm-85dzwNUGmTyp84rFn7fPWkIeIWlFkTLyTr6hzwwxZetTpcQ6C9pCQW0gBlAcnD+k,analytics,deploy-zhl/kozs,us-east-1,2,0,0.078,balanced,2025-01-03 14:08:21.782820,2025-01-03 14:13:01.847650,ci_cd,0.0075,0.000359,0.000323,0.000395
az-5e0/r7RscIGxGQR8OalSARjfB0YfkNl0kNtUsgT6q8kH94kt9BcSBLYivmWvo0hQ,azure-vm-5e0/r7RscIGxGQR8OalSARjfB0YfkNl0kNtUsgT6q8kH94kt9BcSBLYivmWvo0hQ,eu-backend,deploy-/M/NNfrx,us-west-2,4,0,0.033,balanced,2025-01-01 20:08:56.790924,2025-01-01 20:10:56.790924,ci_cd,0.0063,2.5e-05,2.3e-05,2.8e-05
az-0UXE8dKgGkEM4fz7ZI9WH9PtFYZpuqkxszoGmCizRnhp4rqG7lIOYEETC7Tb7t8s,azure-vm-0UXE8dKgGkEM4fz7ZI9WH9PtFYZpuqkxszoGmCizRnhp4rqG7lIOYEETC7Tb7t8s,devops,deploy-yfPM2qpo,us-east-1,2,0,0.058,balanced,2025-01-05 22:52:19.059968,2025-01-05 22:55:49.108590,ci_cd,0.0056,0.000265,0.000239,0.000292
az-WMqP+xzrtG8KTLOectuJuTRN7E9Mn4EquIPkUjgdIDkzulDSCpm6cY+C2dh/ZzS+,azure-vm-WMqP+xzrtG8KTLOectuJuTRN7E9Mn4EquIPkUjgdIDkzulDSCpm6cY+C2dh/ZzS+,platform,deploy-HYlJQ+PM,eu-west-1,4,0,0.039,balanced,2025-01-05 07:45:36.466775,2025-01-05 07:47:56.499190,ci_cd,0.0083,0.000194,0.000155,0.000233
az-h0ipEI3arngFfnKchgByc9TdmkZj+fUV1mOgaEimXlM8Kyg5WS/kPu3SQirOeZUJ,azure-vm-h0ipEI3arngFfnKchgByc9TdmkZj+fUV1mOgaEimXlM8Kyg5WS/kPu3SQirOeZUJ,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.175,balanced,2025-01-06 02:55:02.431118,2025-01-06 03:05:32.576985,ci_cd,0.0168,0.00081,0.000729,0.000891
az-ufGMTvP8yPOzEM74/jCVtnz1xMarp66uZLHJB2+kdXf+88Ei+HzTfjpJZip4Ln/L,azure-vm-ufGMTvP8yPOzEM74/jCVtnz1xMarp66uZLHJB2+kdXf+88Ei+HzTfjpJZip4Ln/L,platform,deploy-zRkZ3zlb,eu-west-1,2,0,0.058,balanced,2025-01-03 05:44:14.781199,2025-01-03 05:47:44.829821,ci_cd,0.0062,8.5e-05,6.8e-05,0.000102
az-6Icp2MNdxbBLFB7QaHVJITLpnTQ+aQJR4u0UjCjUkMvfdoRjnv0hoVaOOoO7bsxF,azure-vm-6Icp2MNdxbBLFB7QaHVJITLpnTQ+aQJR4u0UjCjUkMvfdoRjnv0hoVaOOoO7bsxF,data-eng,deploy-82sJrBKN,us-west-2,2,0,2.645,balanced,2025-01-06 03:27:42.884927,2025-01-06 06:06:25.089141,dev_test,0.2539,0.001248,0.001123,0.001373
az-XCOZqKhDQJR1Di+8m10uh3kymqgtr85sGy/wD2N/4Xrn5H+f5AOOHH/P9zVKXr5V,azure-vm-XCOZqKhDQJR1Di+8m10uh3kymqgtr85sGy/wD2N/4Xrn5H+f5AOOHH/P9zVKXr5V,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.058,balanced,2025-01-04 05:16:14.392220,2025-01-04 05:19:44.440842,ci_cd,0.0056,0.000266,0.00024,0.000293
az-/aL3jpXBZohDUshkmeqvWswfdl8qvx7VgHoDcbQm4TnGkCHi/XB3TPcrjE+0+/VN,azure-vm-/aL3jpXBZohDUshkmeqvWswfdl8qvx7VgHoDcbQm4TnGkCHi/XB3TPcrjE+0+/VN,data-eng,deploy-bOpL1j/h,eu-west-1,2,0,0.156,balanced,2025-01-04 05:23:14.489465,2025-01-04 05:32:34.619125,ci_cd,0.0167,0.000416,0.000333,0.000499
az-034PavXAkWso23QmI+NMty3u9XA2FVhIKKOZV+tbQru/n53OuZ3DG5TZJ84IF0sF,azure-vm-034PavXAkWso23QmI+NMty3u9XA2FVhIKKOZV+tbQru/n53OuZ3DG5TZJ84IF0sF,analytics,deploy-k2nh5l37,us-west-2,4,0,0.033,balanced,2025-01-04 20:12:26.839546,2025-01-04 20:14:26.839546,ci_cd,0.0063,2.3e-05,2e-05,2.5e-05
az-OxZGrdaeGgmZOWjzr8hyuIlhelnex472LVFCXLt/0Q6HAGyhHxEBJoaclrzD2mpR,azure-vm-OxZGrdaeGgmZOWjzr8hyuIlhelnex472LVFCXLt/0Q6HAGyhHxEBJoaclrzD2mpR,ml-team,deploy-OJhES400,ap-south-1,4,0,0.117,balanced,2025-01-02 11:35:29.659643,2025-01-02 11:42:29.756888,ci_cd,0.022,0.001951,0.001756,0.002146
az-IAZaQ5gyP1E10RyvTayDMZu8fUixZXju7EJwH8Zd1dEycAmZqzeS/Dus/2EjCpZ6,azure-vm-IAZaQ5gyP1E10RyvTayDMZu8fUixZXju7EJwH8Zd1dEycAmZqzeS/Dus/2EjCpZ6,analytics,deploy-ZFCk80sI,us-east-1,4,0,0.156,balanced,2025-01-02 14:18:51.928687,2025-01-02 14:28:12.058347,ci_cd,0.03,0.001437,0.001293,0.00158
az-sHJYyQc6a3rkNYD4AILYncGMWCAdh7whJdZR5niCKFLyFu8AkWg9dHPAkrw7ucgi,azure-vm-sHJYyQc6a3rkNYD4AILYncGMWCAdh7whJdZR5niCKFLyFu8AkWg9dHPAkrw7ucgi,platform,deploy-H7sClR+x,us-east-1,2,0,2.392,balanced,2025-01-04 19:03:35.883306,2025-01-04 21:27:07.876823,dev_test,0.2296,0.011051,0.009946,0.012156
az-1lBlqiLSjIlW0xzCuG7Zq4EwWVsU03s4oMVpZz4Yl9nyFdzH54A7Rp0OfRkKepX5,azure-vm-1lBlqiLSjIlW0xzCuG7Zq4EwWVsU03s4oMVpZz4Yl9nyFdzH54A7Rp0OfRkKepX5,analytics,deploy-ZFCk80sI,us-east-1,4,0,0.039,balanced,2025-01-07 15:37:03.014587,2025-01-07 15:39:23.047002,ci_cd,0.0075,0.000365,0.000328,0.000401
az-/yR92k9FERFI/Jgm/deFscG4g9/L5R8uiq35RYCk3N9Ha2ZbPLW0ubU003LZvjbu,azure-vm-/yR92k9FERFI/Jgm/deFscG4g9/L5R8uiq35RYCk3N9Ha2ZbPLW0ubU003LZvjbu,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.117,balanced,2025-01-03 00:42:00.583468,2025-01-03 00:49:00.680713,ci_cd,0.0112,0.00054,0.000486,0.000594
az-GnEs4icIhQ0VP31eY2N5VVOmCggCPxbuRJTi9/G5oFHmvPL/MzoHcFoj5F4K1e+0,azure-vm-GnEs4icIhQ0VP31eY2N5VVOmCggCPxbuRJTi9/G5oFHmvPL/MzoHcFoj5F4K1e+0,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.039,balanced,2025-01-01 23:34:19.643436,2025-01-01 23:36:39.675851,ci_cd,0.0037,0.00018,0.000162,0.000198
az-Ejxw+QfqIQyn2/9OQ68yVYhZDWuMFF2aFfva7ZSlLoy+0gDZv3zrZllgfo/aNz2V,azure-vm-Ejxw+QfqIQyn2/9OQ68yVYhZDWuMFF2aFfva7ZSlLoy+0gDZv3zrZllgfo/aNz2V,eu-frontend,deploy-gw5l9LL9,eu-west-1,4,0,0.039,balanced,2025-01-01 06:02:55.040519,2025-01-01 06:05:15.072934,ci_cd,0.0083,0.000175,0.00014,0.00021
az-9J/u63NunXCq94GGfI0OuUxvJDFIXp5LaRCbOCrs/KOOVpDDEuh1UlkSIsmuYT1L,azure-vm-9J/u63NunXCq94GGfI0OuUxvJDFIXp5LaRCbOCrs/KOOVpDDEuh1UlkSIsmuYT1L,platform,deploy-zRkZ3zlb,eu-west-1,2,0,0.033,balanced,2025-01-01 12:14:00.194489,2025-01-01 12:16:00.194489,ci_cd,0.0035,8e-05,6.4e-05,9.6e-05
az-x+uj1muuykrgrjyJJ1ZflBobY+0v9mn93K2EO7mDF7MBefO6rG49dcS52h9T9IN8,azure-vm-x+uj1muuykrgrjyJJ1ZflBobY+0v9mn93K2EO7mDF7MBefO6rG49dcS52h9T9IN8,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.272,balanced,2025-01-07 12:52:30.729335,2025-01-07 13:08:50.956239,ci_cd,0.0261,0.001276,0.001149,0.001404
az-zR8BzD/cz4cKVkwKmkfTiwAiIIqTddy/QGsp0s2M/w7nhXUM72Bj76DwjARnLFBz,azure-vm-zR8BzD/cz4cKVkwKmkfTiwAiIIqTddy/QGsp0s2M/w7nhXUM72Bj76DwjARnLFBz,platform,deploy-zRkZ3zlb,eu-west-1,2,0,0.058,balanced,2025-01-02 20:52:07.390600,2025-01-02 20:55:37.439222,ci_cd,0.0062,0.000251,0.0002,0.000301
az-O+IfUn2c+c9xTxLAMsT6zTMFMCylVRx41eVBvQfxKUlP4GBPzb3dEtqwLN+G5H+h,azure-vm-O+IfUn2c+c9xTxLAMsT6zTMFMCylVRx41eVBvQfxKUlP4GBPzb3dEtqwLN+G5H+h,ml-team,deploy-OJhES400,ap-south-1,4,0,0.033,balanced,2025-01-07 12:24:30.340357,2025-01-07 12:26:30.340357,ci_cd,0.0062,0.000542,0.000487,0.000596
az-sweqhFb4+Cvb/cNMczIrZqrXbjNt5qYd0Cq0+utiZcBVyL02uxVZT591+mKVxv3x,azure-vm-sweqhFb4+Cvb/cNMczIrZqrXbjNt5qYd0Cq0+utiZcBVyL02uxVZT591+mKVxv3x,analytics,deploy-zhl/kozs,us-east-1,2,0,0.292,balanced,2025-01-05 16:06:13.419773,2025-01-05 16:23:43.662885,ci_cd,0.028,0.001346,0.001211,0.00148
az-+Qb5fy+zh7VolI4+SXT9bCIUpMsHZ4fF6gmmd+JZXQTS+4fmOrfu9LvKEoeFSqg3,azure-vm-+Qb5fy+zh7VolI4+SXT9bCIUpMsHZ4fF6gmmd+JZXQTS+4fmOrfu9LvKEoeFSqg3,frontend,deploy-Ru6EMvNc,ap-south-1,2,0,3.112,balanced,2025-01-07 12:37:20.518639,2025-01-07 15:44:03.111832,dev_test,0.2925,0.025534,0.02298,0.028087
az-LAOH8l/WGH75KWkI4jsHo6COhE/7SGuWfx/aWTLdtvouqB9QeUB+qm15wQS1lC9L,azure-vm-LAOH8l/WGH75KWkI4jsHo6COhE/7SGuWfx/aWTLdtvouqB9QeUB+qm15wQS1lC9L,platform,deploy-EXbfEiaa,eu-west-1,24,0,82.755,sustainable,2025-01-01 12:40:50.567261,2025-01-04 23:26:09.529984,batch_analytics,106.2574,2.417406,1.933488,2.900232
az-Z9H38OEwE9R9S3ScSyHxeHYwQkdXpzjqczWVCVtgXDUMS4DUp22r1UI6hhYuJcEi,azure-vm-Z9H38OEwE9R9S3ScSyHxeHYwQkdXpzjqczWVCVtgXDUMS4DUp22r1UI6hhYuJcEi,eu-frontend,deploy-o0+uEqNx,ap-south-1,4,0,0.033,balanced,2025-01-05 08:18:16.920583,2025-01-05 08:20:16.920583,ci_cd,0.0062,0.000495,0.000445,0.000544
az-ZBeFb+mm1YFT9Y9aDYGsM7GrpD/ZbgJT5+ZqEwuXD7ylB5xlouyy/x5qes+li/Xg,azure-vm-ZBeFb+mm1YFT9Y9aDYGsM7GrpD/ZbgJT5+ZqEwuXD7ylB5xlouyy/x5qes+li/Xg,platform,deploy-D/ETTp+T,us-east-1,8,0,0.194,balanced,2025-01-03 09:22:27.811994,2025-01-03 09:34:07.974069,ci_cd,0.0745,0.003644,0.00328,0.004009
az-N/sWAUXbkefuQ3Zq+weOhrIChCIr681HpUeA904DqJNV/xLAPm6pkJB3FpKvbxdD,azure-vm-N/sWAUXbkefuQ3Zq+weOhrIChCIr681HpUeA904DqJNV/xLAPm6pkJB3FpKvbxdD,devops,deploy-XItWgDHm,eu-west-1,4,0,0.033,balanced,2025-01-03 22:25:28.687196,2025-01-03 22:27:28.687196,ci_cd,0.0071,0.000251,0.0002,0.000301
az-aWyU3GCGMgB4wMKCTsfwBsSAPJ3HyNBB1Orx09B1O4i1dihhrRfmsO0+Wi7XNi6k,azure-vm-aWyU3GCGMgB4wMKCTsfwBsSAPJ3HyNBB1Orx09B1O4i1dihhrRfmsO0+Wi7XNi6k,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.078,balanced,2025-01-05 00:52:30.729335,2025-01-05 00:57:10.794165,ci_cd,0.0075,0.000364,0.000328,0.000401
az-t8q3KjMnf+zd4wRUOh/4c4bLAP27A8oUrVPFg3wvoZklr1v9ytWLWr0iIftdvndm,azure-vm-t8q3KjMnf+zd4wRUOh/4c4bLAP27A8oUrVPFg3wvoZklr1v9ytWLWr0iIftdvndm,platform,deploy-zRkZ3zlb,eu-west-1,2,0,0.058,balanced,2025-01-03 03:25:22.852512,2025-01-03 03:28:52.901134,ci_cd,0.0062,0.000164,0.000131,0.000196
az-s+CIfHdAM8LmzA5bE+ZMcIpnB6lIzWg9ar+a778+41wbVda3Mrftu9i+49nOkGrr,azure-vm-s+CIfHdAM8LmzA5bE+ZMcIpnB6lIzWg9ar+a778+41wbVda3Mrftu9i+49nOkGrr,eu-backend,deploy-iODQvF2J,eu-west-1,2,0,0.156,balanced,2025-01-02 21:55:08.265802,2025-01-02 22:04:28.395462,ci_cd,0.0167,0.00075,0.0006,0.0009
az-QRh7LxeeD39nw+CL8/JAUJDX8MxXrXHAAlBwbepIMWKpWh58R8gRLI/8TpkdEaGW,azure-vm-QRh7LxeeD39nw+CL8/JAUJDX8MxXrXHAAlBwbepIMWKpWh58R8gRLI/8TpkdEaGW,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.097,balanced,2025-01-07 13:48:31.507293,2025-01-07 13:54:21.588330,ci_cd,0.0093,0.000456,0.00041,0.000501
az-dDchWzckiogyksB0uPm0Olckq4Kw0icyb+PJCMEZZoH179feRTIxawpSsVmrax0d,azure-vm-dDchWzckiogyksB0uPm0Olckq4Kw0icyb+PJCMEZZoH179feRTIxawpSsVmrax0d,platform,deploy-75RfPUhs,us-east-1,2,0,0.136,balanced,2025-01-03 12:19:50.275527,2025-01-03 12:28:00.388979,ci_cd,0.0131,0.000642,0.000578,0.000706
az-G6Lz4Umksdyx2mIS2oANzh7YmSPvyTcM0bMCBTRoW3fMdl79Ecbh/B9k51cF4XTG,azure-vm-G6Lz4Umksdyx2mIS2oANzh7YmSPvyTcM0bMCBTRoW3fMdl79Ecbh/B9k51cF4XTG,eu-backend,deploy-uYvK2XjS,eu-north-1,8,0,0.681,balanced,2025-01-06 07:17:36.077796,2025-01-06 07:58:26.645057,dev_test,0.2778,0.001082,0.000866,0.0013
az-eh68DqaT1sn6o2pMMoSTjEjklnDezTyDLU5ozGSIJph3uYvBP5UCFqV/nlLSh7WT,azure-vm-eh68DqaT1sn6o2pMMoSTjEjklnDezTyDLU5ozGSIJph3uYvBP5UCFqV/nlLSh7WT,backend-api,deploy-GOsOVjGm,us-east-1,2,0,44.13,sustainable,2025-01-01 00:00:00.000000,2025-01-02 20:07:46.774716,batch_analytics,4.2365,0.19825,0.178444,0.218104
az-r8SUuPO9kLk5GXRt1a6FMdlaE4dCa3GPXpYdqqHBbu1q8d2Xedr3xLPokk+6yVuG,azure-vm-r8SUuPO9kLk5GXRt1a6FMdlaE4dCa3GPXpYdqqHBbu1q8d2Xedr3xLPokk+6yVuG,mobile,deploy-0Kj50+yz,us-east-1,2,0,0.233,balanced,2025-01-06 01:33:21.296596,2025-01-06 01:47:21.491085,ci_cd,0.0224,0.001089,0.00098,0.001197
az-hSnGJ1UDmtXah7TPozw04ry8irjPgm5cUG5Yk/GKe1wjvLJZIRzEgJZ73pq+GOMn,azure-vm-hSnGJ1UDmtXah7TPozw04ry8irjPgm5cUG5Yk/GKe1wjvLJZIRzEgJZ73pq+GOMn,eu-backend,deploy-VDaBZZP9,us-east-1,2,0,2.859,balanced,2025-01-01 18:06:25.089141,2025-01-01 20:57:57.471637,dev_test,0.2745,0.013067,0.011759,0.014372
az-tHD/ESoy576a2rPyEeUvS7tuwKbY4DVMlBdlVaOwRboWrGa8W78IYgTizFAcUtth,azure-vm-tHD/ESoy576a2rPyEeUvS7tuwKbY4DVMlBdlVaOwRboWrGa8W78IYgTizFAcUtth,platform,deploy-KY3Jzyn0,us-west-2,2,0,0.033,balanced,2025-01-04 10:32:28.784441,2025-01-04 10:34:28.784441,ci_cd,0.0032,1.6e-05,1.5e-05,1.8e-05
az-TNxow/kzao4kHCuj+ynGuOkQ6HClikhiEFzZSM7GS9lqlH+bns5OaVXtie50Jvvw,azure-vm-TNxow/kzao4kHCuj+ynGuOkQ6HClikhiEFzZSM7GS9lqlH+bns5OaVXtie50Jvvw,platform,deploy-KY3Jzyn0,us-west-2,2,0,0.233,balanced,2025-01-03 16:38:53.873582,2025-01-03 16:52:54.068071,ci_cd,0.0224,0.000113,0.000102,0.000125
